user_id,history_item_title,item_title,history_item_id,item_id,history_item_sid,item_sid
A1399,"['J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.', 'Omron Sprague Rappaport Stethoscope, Black', 'PYREX Heavy Duty Griffin 1003 600mL Beaker Double Scale Graduated; Each', 'PC Products 80115 PC-11 Two-Part Marine Grade Epoxy Adhesive Paste, 1/2 lb in Two Cans, Off White']","Industrial & Scientific"" />","[505, 243, 2538, 2434]",84,"['<a_148><b_48><c_162>', '<a_115><b_108><c_46>', '<a_186><b_26><c_224><d_1>', '<a_29><b_252><c_210>']",<a_155><b_197><c_182>
A2035,"['Think Safe 1095TS 7"" Trauma Shear', 'Krazy Glue KG98848R Instant Crazy Glue Color Change Brush 0.18-Ounce', 'WD-40 300052 Specialist Dirt and Dust Resistant Dry Lube PTFE Spray 10 OZ (Pack of 1)', 'uxcell 10 Pcs 1x40 Pin 2.54mm Pitch Straight Single Row PCB Female Headers']",Uxcell Wire Wrap Sleeve 3 mm Dia 30 mm Long Heat Shrink Tubing 240Pcs Black,"[1996, 1269, 1665, 1444]",1258,"['<a_219><b_81><c_246>', '<a_40><b_187><c_55>', '<a_231><b_153><c_101>', '<a_133><b_20><c_227>']",<a_200><b_187><c_247>
A3319,"['Rescue Tape RT1000201202USCO', 'Rescue Tape RT1000201202USCO', 'X-Treme Tape TPE-XZLB Silicone Rubber Self Fusing Tape, 1"" x 10\', Triangular, Black']","XFasten Double Sided Tape Carpet Tape, Removable, 2 Inches x 20 Yards","[153, 153, 758]",458,"['<a_39><b_177><c_159>', '<a_39><b_177><c_159>', '<a_91><b_217><c_94><d_1>']",<a_217><b_78><c_212>
A5255,"['(2 Pack) Petrol Gel Food Grade Equipment LubricantNSF (2/4 oz. Tube)', 'Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black', 'Pac-Kit by First Aid Only 12-080 BZK First Aid Antiseptic Towelette (Box of 25)']","Transfer Pipette, 3.0ml Graduated, 5.0ml Capacity, Large Bulb, 155mm, Karter Scientific 206H3 (Pack of 100)","[2945, 133, 1903]",2659,"['<a_77><b_201><c_197>', '<a_54><b_2><c_246>', '<a_82><b_53><c_232>']",<a_86><b_180><c_171>
A5448,"['Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black', 'Uni-T B4Q094 UT210E True RMS AC/DC Current Mini Clamp M W Capacitance Tester', 'Vktech Home Appliance DHT22/AM2302 Digital Temperature And Humidity Measurement Sensor', 'Uxcell CP2102 USB 2.0 to UART TTL 6PIN Module Serial Converter Adapter', 'Signstek 2PCS P6100 100 MHz Oscilloscope Probe for Rigol Atten Owon Siglent', 'TRS 3.5mm to BNC probe adapter']","Cutequeen 750 pcs,30 Values Resistor Kit x 25pcs =750 pcs (10 Ohm - 1M Ohm) 1/4W Metal Film Resistors Assortment","[133, 489, 2101, 2045, 1364, 2650]",1870,"['<a_54><b_2><c_246>', '<a_178><b_223><c_51>', '<a_178><b_84><c_28>', '<a_109><b_169><c_250>', '<a_244><b_242><c_13>', '<a_178><b_111><c_227>']",<a_31><b_149><c_189>
A6200,"['Extech MA3018 True RMS 3000A AC Flex Clamp Meter', 'FLIR TA74 Universal Flex Current Probe (18in.)', 'Reynolds Non-Stick Fish Pan, 3 ct', 'FLIR TG54 Spot Infrared Thermometer', 'Rubbermaid Commercial Maximizer Mop Head, Blend, Medium, Blue (1924783)', 'Philips Sonicare HX6732/74 Healthywhite Electric Rechargeable Toothbrush 2-pack']","ZING 2268 Eco Parking Sign, No Parking Anytime, Left and Right Arrow, 18Hx12W, Engineer Grade Prismatic, Recycled Aluminum","[1716, 1724, 3088, 2461, 1703, 1698]",2797,"['<a_193><b_223><c_182>', '<a_122><b_63><c_8>', '<a_166><b_195><c_24>', '<a_122><b_24><c_130>', '<a_159><b_76><c_148><d_2>', '<a_134><b_75><c_124>']",<a_220><b_227><c_138>
A1042,"['SE 612FS 12"" Stainless Steel Self-Locking Straight Forceps', 'Gardner Bender 07315001126 LTB-400 Liquid Electrical Tape, Easy-on, Waterproof, Indoor/Outdoor Use, 4 Oz. Jar, Black, Bottle']",Metronic 12 inch Impulse Bag Sealer Poly Bag Sealing Machine Heat Seal Closer with Repair Kit(12 inch),"[1534, 17]",62,"['<a_176><b_166><c_246><d_1>', '<a_242><b_129><c_66>']",<a_77><b_115><c_128>
A1042,"['SE 612FS 12"" Stainless Steel Self-Locking Straight Forceps', 'Gardner Bender 07315001126 LTB-400 Liquid Electrical Tape, Easy-on, Waterproof, Indoor/Outdoor Use, 4 Oz. Jar, Black, Bottle', 'Metronic 12 inch Impulse Bag Sealer Poly Bag Sealing Machine Heat Seal Closer with Repair Kit(12 inch)']","KYDEX&reg; V - Black 12"" x 12"" x 0.125"" pack of 1 sheet","[1534, 17, 62]",2234,"['<a_176><b_166><c_246><d_1>', '<a_242><b_129><c_66>', '<a_77><b_115><c_128>']",<a_65><b_152><c_217>
A1268,"['Arctic Silver 5 AS5-3.5G Thermal Paste', 'Proimb 300pcs M2 M3 Nylon Hex Nuts Screws Spacers Stand-off Plastic Accessories Assortment White, Black', '240Pcs M2 M3 Brass Spacer Standoff Screw Nut Assortment Kit', 'DIYmall 0.96"" Inch Blue I2c IIC Serial 128x64 Oled LCD LED Display Module for Arduino 51 Msp420 Stim32 SCR', '5pcs 6x8cm Double-Side Prototype PCB Universal Printed Circuit Board', 'BuildTak 3D Printing Build Surface, 8"" x 8"" Square, Black (Pack of 3)', 'Foreasy 3D Printer Tool 3D Print Removal Tool Enhanced Version Set of 2', 'NinjaFlex TPU 3D Printing Filament - 1.75mm .50kg - SAPPHIRE', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red']","HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black","[586, 1445, 1421, 2430, 1393, 2189, 406, 2173, 1480]",405,"['<a_88><b_65><c_39>', '<a_112><b_24><c_52>', '<a_185><b_242><c_123>', '<a_109><b_55><c_183><d_2>', '<a_136><b_52><c_50>', '<a_21><b_105><c_104>', '<a_146><b_231><c_96>', '<a_88><b_68><c_136>', '<a_247><b_233><c_94><d_1>']",<a_141><b_85><c_167>
A1268,"['Arctic Silver 5 AS5-3.5G Thermal Paste', 'Proimb 300pcs M2 M3 Nylon Hex Nuts Screws Spacers Stand-off Plastic Accessories Assortment White, Black', '240Pcs M2 M3 Brass Spacer Standoff Screw Nut Assortment Kit', 'DIYmall 0.96"" Inch Blue I2c IIC Serial 128x64 Oled LCD LED Display Module for Arduino 51 Msp420 Stim32 SCR', '5pcs 6x8cm Double-Side Prototype PCB Universal Printed Circuit Board', 'BuildTak 3D Printing Build Surface, 8"" x 8"" Square, Black (Pack of 3)', 'Foreasy 3D Printer Tool 3D Print Removal Tool Enhanced Version Set of 2', 'NinjaFlex TPU 3D Printing Filament - 1.75mm .50kg - SAPPHIRE', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black']",Tiny AVR Programmer,"[586, 1445, 1421, 2430, 1393, 2189, 406, 2173, 1480, 405]",2431,"['<a_88><b_65><c_39>', '<a_112><b_24><c_52>', '<a_185><b_242><c_123>', '<a_109><b_55><c_183><d_2>', '<a_136><b_52><c_50>', '<a_21><b_105><c_104>', '<a_146><b_231><c_96>', '<a_88><b_68><c_136>', '<a_247><b_233><c_94><d_1>', '<a_141><b_85><c_167>']",<a_131><b_25><c_60>
A1384,"['PORTER-CABLE FN16PP 16 Gauge Finish Nail Project Pack', 'Z&T Solderless Flexible Breadboard Jumper Wires M/M 100pcs', '3M Fastener TB3571/TB3572 Hook/Loop Black, 1 in (25.4mm) x 10 ft (3.05m) (1 Mated Strip/Bag)', 'STMicroelectronics L7805CV 5V 1.5A Positive Voltage Regulator, 5 Pieces', 'Uxcell a15011600ux0239 2 Sets 1K 2K 5K 10K Ohm Linear Taper Rotary Potentiometer Pot', 'microtivity IL185 5mm Assorted Diffused LED w/ Resistors (5 Colors, Pack of 50)', 'STMicroelectronics L7809CV L7809 Positive Voltage Regulator ICs Output 9v TO-220 Package 1 Piece', 'Texas Instruments NE555N NE555 NE555P General Purpose Single Bipolar Timer DIP8 50 Pack', 'E-Projects EPC-102 43 Value Resistor Kit, 1 Ohm - 10M Ohm (Pack of 1075)', 'Spectra PAR12-02 Parker Laboratories 360 Electrode Gel, 2 oz. Tube']",Oshlun MTDC-06 6-Inch Stainless Steel Decimal Dial Caliper,"[1608, 266, 1006, 1275, 2527, 2423, 1974, 467, 554, 1597]",2507,"['<a_33><b_89><c_133>', '<a_133><b_145><c_171>', '<a_245><b_73><c_102>', '<a_108><b_235><c_175>', '<a_12><b_221><c_4><d_2>', '<a_208><b_194><c_98>', '<a_108><b_231><c_143>', '<a_108><b_113><c_98><d_1>', '<a_23><b_94><c_207>', '<a_248><b_64><c_96>']",<a_206><b_152><c_197>
A1384,"['Z&T Solderless Flexible Breadboard Jumper Wires M/M 100pcs', '3M Fastener TB3571/TB3572 Hook/Loop Black, 1 in (25.4mm) x 10 ft (3.05m) (1 Mated Strip/Bag)', 'STMicroelectronics L7805CV 5V 1.5A Positive Voltage Regulator, 5 Pieces', 'Uxcell a15011600ux0239 2 Sets 1K 2K 5K 10K Ohm Linear Taper Rotary Potentiometer Pot', 'microtivity IL185 5mm Assorted Diffused LED w/ Resistors (5 Colors, Pack of 50)', 'STMicroelectronics L7809CV L7809 Positive Voltage Regulator ICs Output 9v TO-220 Package 1 Piece', 'Texas Instruments NE555N NE555 NE555P General Purpose Single Bipolar Timer DIP8 50 Pack', 'E-Projects EPC-102 43 Value Resistor Kit, 1 Ohm - 10M Ohm (Pack of 1075)', 'Spectra PAR12-02 Parker Laboratories 360 Electrode Gel, 2 oz. Tube', 'Oshlun MTDC-06 6-Inch Stainless Steel Decimal Dial Caliper']",Oshlun MTDC-06 6-Inch Stainless Steel Decimal Dial Caliper,"[266, 1006, 1275, 2527, 2423, 1974, 467, 554, 1597, 2507]",2507,"['<a_133><b_145><c_171>', '<a_245><b_73><c_102>', '<a_108><b_235><c_175>', '<a_12><b_221><c_4><d_2>', '<a_208><b_194><c_98>', '<a_108><b_231><c_143>', '<a_108><b_113><c_98><d_1>', '<a_23><b_94><c_207>', '<a_248><b_64><c_96>', '<a_206><b_152><c_197>']",<a_206><b_152><c_197>
A1746,"['Inkbird ITC-1000 Dual Stage Digital Temperature Controller Fahrenheit  Celsius Thermostat with Sensor for 3D Printer,Freezer,Fridge,Hatching ect (12 Volt)', 'Wixey WR550 Remote Planer Readout', 'Inkbird All-Purpose Digital Temperature Controller Fahrenheit &Centigrade Thermostat w Sensor 2 Relays ITC-1000', 'Gorilla Gripper 44010 Panel Carrier', 'RJ45 Tester, Continuity Tester, Coax Tester, LAN Scout Jr. Continuity Tester Klein Tools VDV526-052', 'iFixit Pro ESD Tweezer Set with precision extra fine, blunt, and grooved tips Model: IF145-060-2', 'Yueton&reg; 100pcs Yellow 12/10-Gauge Economy Nylon Male Fully-Insulated Quick Disconnects Wiring Spade Wire Crimp Terminal']",Supereyes Hook Magnet Side View Mirror Set for Borescope Endoscope N005 N013J,"[620, 2667, 1859, 2665, 1519, 2128, 2080]",1281,"['<a_119><b_147><c_21><d_1>', '<a_49><b_194><c_197>', '<a_119><b_95><c_28>', '<a_170><b_78><c_238>', '<a_167><b_23><c_82>', '<a_45><b_192><c_72>', '<a_32><b_155><c_12>']",<a_48><b_197><c_195>
A2526,"['315 Pieces Roll Pin Assortment Kit Set - SAE', 'Lord & Hodge 1941-2063 1074-4 1/2"" Grommet KIT Refill', 'Oatey 30203 Dark Cutting Oil, Speed Threading, 16-Ounce', 'Oatey 30203 Dark Cutting Oil, Speed Threading, 16-Ounce', 'Accessbuy 180-Piece Rubber Grommet Shop Assortment']","Digital Clamp Meter AC/DC Auto-Ranging 600 Amp Measures Voltage, Resistance, Temp, More Klein Tools CL800","[685, 924, 659, 659, 1016]",2082,"['<a_220><b_148><c_131>', '<a_55><b_46><c_147>', '<a_50><b_119><c_128>', '<a_50><b_119><c_128>', '<a_80><b_154><c_92>']",<a_167><b_23><c_115>
A3008,"['Uxcell s14100400am3045 1 Meter 50mm Dia Ratio 2:1 Heat Shrinkable Shrinking Tube Black (Pack of 1)', 'Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black', 'Keeper Foot x 2 Inch 02612 6\' x 2"" Lift Sling', 'Nylon Tube Brush Set Nylon Cleaning Brushes 20 pieces for Drinking Straws Glasses Keyboards Jewelry Cleaning,Antistatic Brushes,Beaker Cleaning Brushes']","Neiko 50458A Snap Ring Shop Assortment, 300 Count | 18 Sizes (1/8"" - 1-1/4"") | Hardened Steel","[1526, 133, 937, 1310]",420,"['<a_120><b_17><c_247>', '<a_54><b_2><c_246>', '<a_179><b_19><c_136>', '<a_105><b_254><c_253>']",<a_64><b_158><c_77>
A3113,"['MLCS 9080 Billy Pedal Foot Switch, Deadman Style', 'Glass Erlenmeyer Flask Set - 3 Sizes - 50, 150 and 250ml, Karter Scientific 214U2', 'SEOH Alcohol Lamp/Burner Flint Glass 120 Ml', 'Brown & Sharpe 599-792-30 Adjustable Spring Tensioned Tap Guide', '4M Table Top Robot', 'American Educational 7-1847 Miniature Motor Model, 5-1/2""Length x 3-1/2"" Width x 4-1/4"" Height']","HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03mm, 1.75 mm, 1 kg Spool, Wood","[59, 1772, 2332, 57, 2630, 2636]",2459,"['<a_49><b_245><c_237>', '<a_24><b_248><c_191>', '<a_246><b_129><c_176>', '<a_26><b_243><c_170>', '<a_85><b_153><c_74>', '<a_85><b_188><c_202>']",<a_234><b_142><c_214>
A4559,"['Red Devil 0325 Steel Wool, 2 Medium Course, 8 Pads', 'Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black', 'Ginsco 120 Pcs/60 Pairs Quick Splice Wire Terminals T-Tap Self-stripping with Nylon Fully Insulated Male Quick Disconnects Kit', 'Ginsco 160pcs Nylon Fully Insulated Male / Female Spade Wire Crimp Quick Disconnects Wire Terminals Connector Set']","Dixon TCF73 Nylon Tuff-Lite Fitting, Short Shank Coupling, 3/4"" GHT Female x 3/8"" Hose ID Barbed","[99, 238, 2334, 1627]",1995,"['<a_190><b_226><c_29><d_1>', '<a_54><b_77><c_183>', '<a_112><b_118><c_57>', '<a_81><b_59><c_105>']",<a_256><b_207><c_180>
A4559,"['Red Devil 0325 Steel Wool, 2 Medium Course, 8 Pads', 'Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black', 'Ginsco 120 Pcs/60 Pairs Quick Splice Wire Terminals T-Tap Self-stripping with Nylon Fully Insulated Male Quick Disconnects Kit', 'Ginsco 160pcs Nylon Fully Insulated Male / Female Spade Wire Crimp Quick Disconnects Wire Terminals Connector Set', 'Dixon TCF73 Nylon Tuff-Lite Fitting, Short Shank Coupling, 3/4"" GHT Female x 3/8"" Hose ID Barbed']","Durachoice 3/8"" Mini Brass Ball Valve - Chrome Plated Female x Male NPT","[99, 238, 2334, 1627, 1995]",1522,"['<a_190><b_226><c_29><d_1>', '<a_54><b_77><c_183>', '<a_112><b_118><c_57>', '<a_81><b_59><c_105>', '<a_256><b_207><c_180>']",<a_75><b_41><c_132>
A4619,"['J-B Weld 8270 KwikWeld Industrial Professional Size - 10 oz.', 'Vktech 150pcs 2:1 Heat Shrink Tubing Tube Sleeving Wire Cable 8 Sizes 2-13mm Black', 'Loctite Ultra Gel Control Super Glue 4-Gram (1363589)', 'FiberFix 1"" Repair Tape Wrap - Fix Anything with Permanent Waterproof Repair Tape 100X Stronger than Duct Tape']","Gorilla 2 Part Epoxy, 5 Minute Set, .85 ounce Syringe, Clear","[2388, 453, 53, 1247]",51,"['<a_148><b_48><c_32><d_2>', '<a_218><b_87><c_88>', '<a_242><b_180><c_84>', '<a_25><b_222><c_217>']",<a_1><b_41><c_17>
A5120,"['Tach-It B-1 Single Edge Industrial Razor Blade (Pack of 100)', 'MG Chemicals 824-1L 99.9% Isopropyl Alcohol Liquid Cleaner, Clear , 945 mL (1 US Quart)', 'Swan 0100003 99% Isopropyl Alcohol Antiseptic Solution, 16 oz. (Pack of 12)', 'PASSION Glass Graduated Droppers Pipettes 5 ml pack of 3', 'Dealmed Brand Nitrile Medical Grade Exam Gloves, Disposable, Latex-Free, 200 Count, Size Large']",URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size,"[194, 552, 1150, 2168, 1214]",149,"['<a_77><b_99><c_142>', '<a_158><b_213><c_183>', '<a_202><b_155><c_105>', '<a_173><b_134><c_240>', '<a_211><b_76><c_26>']",<a_13><b_118><c_88>
A5659,"['AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03mm, 1.75 mm, 1 kg Spool, Wood']","HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Glow in the Dark","[155, 2459]",862,"['<a_122><b_243><c_119><d_2>', '<a_234><b_142><c_214>']",<a_141><b_110><c_163><d_1>
A6004,['Anycubic Pulley Version Unassemble Delta Rostock 3D Printer Kossel Kit Large Print Size with Heatbed and Power Supply'],"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",[2568],1477,['<a_136><b_214><c_107>'],<a_68><b_165><c_5><d_1>
A6004,"['Anycubic Pulley Version Unassemble Delta Rostock 3D Printer Kossel Kit Large Print Size with Heatbed and Power Supply', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White']","3D Solutech Real Red 3D Printer PLA Filament 1.75MM, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - RA-I00I-DQUY","[2568, 1477]",2858,"['<a_136><b_214><c_107>', '<a_68><b_165><c_5><d_1>']",<a_152><b_61><c_93><d_4>
A6004,"['Anycubic Pulley Version Unassemble Delta Rostock 3D Printer Kossel Kit Large Print Size with Heatbed and Power Supply', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White', '3D Solutech Real Red 3D Printer PLA Filament 1.75MM, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - RA-I00I-DQUY']",Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),"[2568, 1477, 2858]",2420,"['<a_136><b_214><c_107>', '<a_68><b_165><c_5><d_1>', '<a_152><b_61><c_93><d_4>']",<a_70><b_15><c_220><d_2>
A6004,"['Anycubic Pulley Version Unassemble Delta Rostock 3D Printer Kossel Kit Large Print Size with Heatbed and Power Supply', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White', '3D Solutech Real Red 3D Printer PLA Filament 1.75MM, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - RA-I00I-DQUY', 'Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs)']","eSUN 3D 1.75mm PETG Black Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Solid Opaque Black","[2568, 1477, 2858, 2420]",2166,"['<a_136><b_214><c_107>', '<a_68><b_165><c_5><d_1>', '<a_152><b_61><c_93><d_4>', '<a_70><b_15><c_220><d_2>']",<a_34><b_29><c_40><d_2>
A6004,"['Anycubic Pulley Version Unassemble Delta Rostock 3D Printer Kossel Kit Large Print Size with Heatbed and Power Supply', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White', '3D Solutech Real Red 3D Printer PLA Filament 1.75MM, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - RA-I00I-DQUY', 'Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs)', 'eSUN 3D 1.75mm PETG Black Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Solid Opaque Black']","HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03mm, 1.75 mm, 1 kg Spool, Wood","[2568, 1477, 2858, 2420, 2166]",2459,"['<a_136><b_214><c_107>', '<a_68><b_165><c_5><d_1>', '<a_152><b_61><c_93><d_4>', '<a_70><b_15><c_220><d_2>', '<a_34><b_29><c_40><d_2>']",<a_234><b_142><c_214>
A6004,"['Anycubic Pulley Version Unassemble Delta Rostock 3D Printer Kossel Kit Large Print Size with Heatbed and Power Supply', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White', '3D Solutech Real Red 3D Printer PLA Filament 1.75MM, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - RA-I00I-DQUY', 'Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs)', 'eSUN 3D 1.75mm PETG Black Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Solid Opaque Black', 'HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03mm, 1.75 mm, 1 kg Spool, Wood']","HATCHBOX PETG 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Green","[2568, 1477, 2858, 2420, 2166, 2459]",2205,"['<a_136><b_214><c_107>', '<a_68><b_165><c_5><d_1>', '<a_152><b_61><c_93><d_4>', '<a_70><b_15><c_220><d_2>', '<a_34><b_29><c_40><d_2>', '<a_234><b_142><c_214>']",<a_15><b_33><c_211><d_1>
A136,"['4 oz Amber Glass Boston Round Bottles With Black Ribbed Cap - 12 Pack', 'Kimberly-Clark Professional 55083 PURPLE NITRILE Exam Gloves, 242 mm Length, Large, Purple (Box of 100)', 'Shop Vac, 37987, Black Plastic']","iRobot Roomba 980 Robot Vacuum with Wi-Fi Connectivity, Works with Alexa, Ideal for Pet Hair, Carpets, Hard Floors","[506, 507, 459]",508,"['<a_118><b_229><c_132>', '<a_203><b_30><c_212>', '<a_145><b_203><c_123>']",<a_59><b_16><c_75>
A366,"['Alloy Steel Socket Cap Screw Assortment with Internal Hex Drive (255 Pieces), Plain Finish, Metric, With Case', 'Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion', 'NTE Heat Shrink 2:1 Assorted Colors and Sizes 160 PCS', 'Gardner Bender 10-106 50PK Ring Terminal, Yellow', 'Gardner Bender 10-104 100PK Ring Terminal, 100 Pack, Blue', 'Install Bay Copper Ring Terminal 8 Gauge 3/8 Inch 25 Pack - CUR838', 'Install Bay Copper Ring Terminal Connector 8 Gauge 1/4 Inch 25 Pack - CUR814']","Scotch Super 33+ Vinyl Electrical Tape, 3/4 in x 66 ft","[1199, 75, 1200, 430, 999, 1201, 1020]",141,"['<a_57><b_165><c_139>', '<a_44><b_147><c_170>', '<a_71><b_202><c_164>', '<a_207><b_225><c_38><d_1>', '<a_207><b_225><c_38><d_2>', '<a_96><b_82><c_226><d_2>', '<a_96><b_82><c_44>']",<a_79><b_219><c_196>
A1968,"['3M Dual Lock Reclosable Fastener SJ3560 250 Clear, 1/2 in x 6 Ft by 3M', 'Prime-Line Products P 7645 Screen Retainer Spline, .250-in, 25-ft, Gray', 'Prime-Line Products P 7530 Screen Retainer Spline, .250-in, 25-ft, Black', 'Gorilla 2 Part Epoxy, 5 Minute Set, .85 ounce Syringe, Clear', 'Gorilla Tape, Black Tough & Wide Duct Tape, 2.88"" x 30 yd, Black, (Pack of 1)', 'Gorilla Super Glue Gel, 15 Gram, Clear', '3M Dual Lock Reclosable Fastener SJ3560 250 Clear, 1 in x 6 Ft']","RhinoGear 11909ABMI RhinoRamps Vehicle Ramp - Set of 2 (12,000lb. GVW Capacity)","[1928, 1675, 1676, 51, 257, 145, 2556]",50,"['<a_65><b_67><c_248><d_1>', '<a_8><b_143><c_3><d_1>', '<a_8><b_143><c_3><d_2>', '<a_1><b_41><c_17>', '<a_25><b_71><c_181><d_1>', '<a_242><b_187><c_134>', '<a_65><b_67><c_248><d_2>']",<a_191><b_94><c_242>
A2292,"['American Terminal E-FMR250N-100 22/18-Gauge Economy Nylon Fully-Insulated Male Quick Disconnects', 'American Terminal E-FMR250N-100 22/18-Gauge Economy Nylon Fully-Insulated Male Quick Disconnects', 'Plymor 6"" x 9"", 4 Mil (Pack of 100) Heavy Duty Plastic Reclosable Zipper Bags', 'iFixit Pro ESD Tweezer Set with precision extra fine, blunt, and grooved tips Model: IF145-060-2', '520 Piece Electrical Terminal Assortment with Storage Box', 'URBEST 328 Pcs Assorted Heat Shrink Tube 5 Colors 8 Sizes Tubing Wrap Sleeve Set Combo (328PCS)', 'Plymor 6"" x 9"", 4 Mil (Case of 1000) Heavy Duty Plastic Reclosable Zipper Bags', 'Yueton 100pcs Female Fully Insulated Wire Crimp Terminal Nylon Quick Connectors Wiring Spade', 'American Terminal E-BCRN-100 22/18-Gauge Economy Nylon Butt Connectors', 'TEKTON 7609 Telescoping Lighted Inspection Mirror']","3M(TM) Performance Plus(TM) Wire Connector O/B+JUG, 500/jug","[1144, 1144, 1584, 2128, 188, 143, 1585, 131, 2344, 777]",960,"['<a_197><b_59><c_7><d_5>', '<a_197><b_59><c_7><d_5>', '<a_101><b_50><c_211><d_2>', '<a_45><b_192><c_72>', '<a_168><b_125><c_132>', '<a_71><b_186><c_180><d_1>', '<a_101><b_50><c_211><d_3>', '<a_32><b_17><c_6>', '<a_197><b_239><c_221>', '<a_30><b_160><c_230>']",<a_195><b_96><c_232>
A2292,"['American Terminal E-FMR250N-100 22/18-Gauge Economy Nylon Fully-Insulated Male Quick Disconnects', 'Plymor 6"" x 9"", 4 Mil (Pack of 100) Heavy Duty Plastic Reclosable Zipper Bags', 'iFixit Pro ESD Tweezer Set with precision extra fine, blunt, and grooved tips Model: IF145-060-2', '520 Piece Electrical Terminal Assortment with Storage Box', 'URBEST 328 Pcs Assorted Heat Shrink Tube 5 Colors 8 Sizes Tubing Wrap Sleeve Set Combo (328PCS)', 'Plymor 6"" x 9"", 4 Mil (Case of 1000) Heavy Duty Plastic Reclosable Zipper Bags', 'Yueton 100pcs Female Fully Insulated Wire Crimp Terminal Nylon Quick Connectors Wiring Spade', 'American Terminal E-BCRN-100 22/18-Gauge Economy Nylon Butt Connectors', 'TEKTON 7609 Telescoping Lighted Inspection Mirror', '3M(TM) Performance Plus(TM) Wire Connector O/B+JUG, 500/jug']","3M(TM) Performance Plus(TM) Wire Connector R/Y+JUG, red/yellow, 500 per Jug","[1144, 1584, 2128, 188, 143, 1585, 131, 2344, 777, 960]",1276,"['<a_197><b_59><c_7><d_5>', '<a_101><b_50><c_211><d_2>', '<a_45><b_192><c_72>', '<a_168><b_125><c_132>', '<a_71><b_186><c_180><d_1>', '<a_101><b_50><c_211><d_3>', '<a_32><b_17><c_6>', '<a_197><b_239><c_221>', '<a_30><b_160><c_230>', '<a_195><b_96><c_232>']",<a_195><b_169><c_115>
